[ Name
, Developer
, First released
, Licensing
, Maintained?
],
| Aloaha,| 2008,| {{free|[[Open source software|Open source]]}}{{Citation needed|date=September 2016}},| {{yes}},
| Softwaredevelopment Remus ArchiCrypt,| 1998,| {{Proprietary}},| {{yes}},
| Jetico,| 1993,| {{Proprietary}},| {{yes}},
| [[BitArmor|BitArmor Systems Inc.]],| 2008-05,| {{Proprietary}},| {{yes}},
| [[Microsoft]],| 2006,| {{Proprietary}},| {{yes}},
| Bloombase,| 2007,| {{Proprietary}},| {{no}},
| Secomba GmbH,| 2011,| {{Proprietary}},| {{yes}},
| Roland C. Dowdeswell,| 2002-10-04,| {{free|[[BSD licenses|BSD]]}},| {{yes}},
| CenterTools,| 2008,| {{Proprietary}},| {{yes}},
| [[Check Point|Check Point Software Technologies Ltd]],| 1999ref name="infoworld.com"{{cite web |title=Protect guards laptop and desktop data |url=http://www.infoworld.com/cgi-bin/displayArchive.pl?/99/25/c05-25.48.htm |access-date=2008-09-03 |url-status=dead |archive-url=https://web.archive.org/web/20050302202315/http://www.infoworld.com/cgi-bin/displayArchive.pl?%2F99%2F25%2Fc05-25.48.htm |archive-date=March 2 2005 |df= }}/,| {{Proprietary}},| {{yes}},
| CipherShed Project,| 2014,| {{nonfree|TrueCrypt License Version 3.0}},| {{no}},
| Steven Scherrer,| 2004-02-10,| {{free|[[GNU General Public License|GPL]]}},| {{no}},
|Sebastian Messmer,|2015,| {{free|[[GNU Lesser General Public Licence|LGPLv3]]}},| {{yes}},
|Prim'X Technologies,|2010,| {{Proprietary}},| {{yes}},
| Cypherix Software,| 1999,| {{Proprietary}},| {{yes}},
| Exlade,| 2003,| {{Proprietary}},| {{yes}},
| WinEncrypt,| {{dunno}},| {{Proprietary}},| {{yes}},
| {{dunno}},| 2003-07-02,| {{free|[[GNU General Public License|GPL]]}},| {{no}},
| Skymatic UG (haftungsbeschränkt),| 2016-03-09,| {{free|[[GPLv3]]}},| {{yes}},
| cpsd it-services GmbH,| 2010,| {{Proprietary}},| {{yes}},
| cpsd it-services GmbH,| 2012,| {{Proprietary}},| {{yes}},
| Stefan Küng,| 2012,| {{free|[[Gpl v2]]}},| {{yes}},
| Cosect Ltd.,| 2008,| {{Proprietary}},| {{no}},
| ntldr,| 2007,| {{free|[[GNU General Public License|GPL]]}},| {{yes}},
| Becrypt Ltd,| 2001,| {{Proprietary}},| {{yes}},
| Christophe Saout,| 2004-03-11,| {{free|[[GNU General Public License|GPL]]}},| {{yes}},
| Clemens Fruhwirth (LUKS),| 2005-02-05,| {{free|[[GNU General Public License|GPL]]}},| {{yes}},
| SecurStar GmbH,| 2001,| {{Proprietary}},| {{yes}},
| DriveSentry,| 2008,| {{Proprietary}},| {{No}},
| [[Paul Le Roux]],| 1998-12-18,| {{free|[[Open source software|Open source]]}},| {{no}},
| EISST Ltd.,| 2005,| {{Proprietary}},| {{yes}},
| Dustin Kirkland Tyler Hicks (formerly Mike Halcrow),| 2005,| {{free|[[GNU General Public License|GPL]]}},| {{yes}},
| EgoSecure GmbH,| 2006,| {{Proprietary}},| {{yes}},
| Valient Gough,| 2003,| {{free|[[GNU Lesser General Public License|LGPLv3]]}},| {{yes}},
| ENC Security Systems,| 2009,| {{Proprietary}},| {{yes}},
| ClevX,| 2016,| {{Proprietary}},| {{yes}},
| [[Apple Inc.]],| 2003-10-24,| {{Proprietary}},| {{yes}},
| [[Apple Inc.]],| 2011-07-20,| {{Proprietary}},| {{yes}},
| CE-Infosys,| 2002,| {{Proprietary}},| {{yes}},
| Sarah Dean,| 2004-10-10,| {{free|[[Open source software|Open source]]}},| {{no}},
| [[Poul-Henning Kamp]],| 2002-10-19,| {{free|[[BSD licenses|BSD]]}},| {{no}},
| Pawel Jakub Dawidek,| 2005-04-11,| {{free|[[BSD licenses|BSD]]}},| {{yes}},
| [[Werner Koch]],| 1999-09-07,| {{free|[[GNU General Public License|GPL]]}},| {{yes}},
| Jakob Unterwurzacher,| 2015-10-07,| {{free|[[MIT License|MIT / X Consortium License]]}},| {{yes}},
| AgileBits,| 2010,| {{Proprietary}},| {{yes}},
| The MorphOS Development Team,| 2010,| {{Proprietary}},| {{yes}},
| tdk,| 2014-06-19,| {{free|[[Open source software|Open source]]}},| {{no}},
| Jari Ruusu,| 2001-04-11,| {{free|[[GNU General Public License|GPL]]}},| {{yes}},
| [[McAfee|McAfee LLC]],| 2007,| {{Proprietary}},| {{yes}},
| n-Trance Security Ltd,| 2005,| {{Proprietary}},| {{yes}},
| NetLib Security,| 1987,| {{Proprietary}},| {{yes}},
| Hidden Solutions,| 2018,| {{Proprietary}},| {{yes}},
