Client,,Play While Downloading,[http://wiki.emule-web.de/index.php/Powershare PowerShare],Dynamic Upload,[http://wiki.emule-web.de/index.php/Save_Upload_Queue_Waiting_Time SUQWT],SubChunk Transfer,Drop Sources,[http://wiki.emule-web.de/index.php/Push_small_files Push small files],[http://wiki.emule-web.de/index.php/ZZratio ZZ ratio],AntiLeech,IPFilter,Slot Control
aMule,yes,yes,UBT,no,no,yes,no,no,no,yes,yes
eMule,Official,no,no,USS,no,no,no,no,no,no,yes,no
Osp,yes,no,USS,no,no,no,no,no,no,yes,no
AnalyZZUL,no,yes,USS,yes,no,no,no,fixed 1:3 Ratio,Client Analyzer,yes,ZZ Slot Focus
beba,no,Release Priority,USS,yes,no,yes,no,no,Client Analyzer,yes," Slot Focus, Upload Slot Control"
Magic Angel,no,yes," SUC, USS",yes,no,no,yes,yes,ARGOS,yes," SlotFocus, trickleSlots"
Mephisto,no,PS  ; PowerRelease,NAFC,yes,no,yes,yes,optional: 1:3 ratio or source limits or enforced with chooseable ratio or dynamic by friendslot,DLP,yes,Slotfocus
MorphXT,no,PowerShare  ; Release Priority," SUC, USS",yes,no,no,yes,optional: dynamic 1:3 Ratio," Stringlist, Stricter protocol checks",yes," SlotFocus, trickleSlots"
NeoMule,no,PowerShare  ; Release Priority," USS, NAFC, NeoBC ",yes,yes,yes (including IpBlock),custom,optional 1:4 Ratio,ARGOS (including DLP support),yes," SlotFocus, trickleSlots, Badwolf, manuel"
ScarAngel,no,PS  ; PowerRelease,NAFC,yes,no,yes,yes,optional: 1:3 ratio or source limits or enforced with chooseable ratio,DLP,yes,Xtreme Upload System
SharkX,no,Power Release,no,yes,no,yes,Only incomplete,taz dynamic ratio,Client Analyzer,yes,Slot Focus
Sivka,no,Release priority,USS,no,no,Yes (incl. List),yes,no,no,yes,yes
Spike2,no,yes,USS,no,no,Yes (incl. List),no,no,Stringlist + Client Analyzer,yes," Slotfocus, Min/Max. Slots"
StulleMule,no,yes," SUC, USS",yes,no,Yes (incl. List),yes,dynamic 1:3 Ratio or enforced choosable ratio,DLP methods,yes," USC, Slotfocus"
Xtreme,no,PowerRelease,NAFC,no,no,yes,yes,optional: 1:3 ratio or source limits,DLP,yes,Xtreme Upload System
X-Ray,no,yes,USS,yes,no,List+Variable Blocktime,no,no,Argos (with own DLP),yes,Slotspeed
ZZUL,no,yes,USS,no,no,no,no,fixed 1:3 Ratio,no,yes,SlotFocus
ZZUL BastarD,no," PowerShare, SuperRelease",USS,yes,no,no,yes,fixed 1:3 Ratio,Stringlist + Client Analyzer for Armadillo,yes,SlotFocus
eMule Plus,no," Release priority, JumpStart",no,no,no,no,yes," 1:3 < 4KB/s, 1:4 < 10KB/s",yes,yes,trickleSlots
Lphant,no,dunno,no,dunno,Basic Support for Crumbs,dunno,dunno,no,no,yes,dunno
MLDonkey,no,Folder reserved slot + release file slot,yes,no (No queue),no,Uses a very low priority list instead,Similar Feature,About 1:4 below 10KB/s,no,yes,yes (user selects number of slots)
Shareaza,yes,yes,yes,yes,yes,yes,yes,no,Reward uploaders,yes,yes
xMule,no,no,no,no,no,no,no,no,no,yes,no
Client,,Play While Downloading,PowerShare,Dynamic Upload,[http://wiki.emule-web.de/index.php/English:SUQWT SUQWT],SubChunk Transfer,Drop Sources,Push Small files,[http://wiki.emule-web.de/index.php/English:ZZratio ZZ Ratio],AntiLeech,IPFilter,Slot Control
