Client,,[http://wiki.emule-web.de/index.php/Ip2country IP to Country],Protocol Obfuscation,[http://wiki.emule-web.de/index.php/English:Large_File_Support Handles files >4GB],Chat,Buddy list,Send FILERATING tags to servers,[http://wiki.emule-web.de/index.php/English:Faster_Endgame EndGame],[https://web.archive.org/web/20091106045934/http://wiki.amule.org/index.php/AICH AICH],L2HAC,Secure User ID,Global Searches,UPnP port mapping,Intelligent Chunk Selection,[http://wiki.emule-web.de/index.php/Lancast Lancast],HideOS / SotN
aMule,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
eMule,Official,no,yes,yes,yes,yes,yes,zzs Version,yes,no,yes,yes,yes,no,no,no
Osp,no,yes,yes,yes,yes,yes,zzs Version,yes,no,yes,yes,yes,no,no,no
AnalyZZUL,no,yes,yes,yes,yes,yes,zzs Version,yes,no,yes,yes,yes,no,no,no
beba,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Version 1,no,no
Magic Angel,yes,yes,yes,yes,yes,yes,DBR,yes,yes,yes,yes,yes,Version 1,no,both
Mephisto,yes,yes,yes,yes,yes,yes,DBR,yes,yes,yes,yes,yes,no,no,both
MorphXT,yes,yes,yes,yes,yes,yes,DBR,yes,yes,yes,yes,yes,Version 1,no,both
NeoMule,yes,yes,yes,yes,yes,yes,own simplified implementation,yes,yes,yes,yes,yes,Version 2,Version 2,own implementation
ScarAngel,yes,yes,yes,yes,yes,yes,DBR,yes,yes,yes,yes,yes,no,no,both
SharkX,yes,yes,yes,yes,yes,yes,DBR,yes,yes,yes,yes,yes,Version 1,no,no
Sivka,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,Version 1,HideOS
Spike2,yes,yes,yes,yes,yes,yes,DBR,yes,yes,yes,yes,yes,Version 1,no,no
StulleMule,yes,yes,yes,yes,yes,yes,DBR,yes,yes,yes,yes,yes,Version 1,no,both
Xtreme,yes,yes,yes,yes,yes,yes,DBR,yes,yes,yes,yes,yes,no,no,own implementation
X-Ray,yes,yes,yes,yes,yes,yes,DBR,yes,yes,yes,yes,yes,Version 1,no,no
ZZUL,no,yes,yes,yes,yes,yes,zzs Version,yes,no,yes,yes,yes,no,no,no
ZZUL BastarD,no,yes,yes,yes,yes,yes,zzs Version,yes,no,yes,yes,yes,no,no,no
eMule Plus,yes,no,up to 512GB,yes,yes,yes,dunno,no,yes,yes,yes,no,yes,Version 1,manual hiding
Lphant,no,yes,yes,yes,yes,yes,yes,CCH (similar to ICH),no,yes,no,yes,no,Version 1,no
MLDonkey,yes,no,yes,yes,yes,dunno,no,yes,no,yes,yes,yes,no,no,no
Shareaza,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no
xMule,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
Client,,[http://wiki.emule-web.de/index.php/English:IP2country IP to Country],Protocol Obfuscation,Buddy list,Send FILERATING tags to servers,[http://wiki.emule-web.de/index.php/English:Faster_Endgame EndGame],[https://web.archive.org/web/20061012230859/http://www.amule.org/wiki/index.php/AICH AICH],L2HAC ",Secure User ID,Global Searches,UPnP port mapping",Intelligent Chunk Selection,[http://wiki.emule-web.de/index.php/Lancast Lancast],HideOS / SotN
